Index;DOI;Titre;Auteur(s);Type d’article;Année;Type de critère (qualité, performance, culturel, etc.);Terme original (EN);Critère d’évaluation (FR);Définition du critère;Type du critère (Métrique, Capacité ou Mixte);Type de source / Méthodo;Type de contribution (modèle, framework, métrique, retour terrain);Etude terrain ? (Oui/Non);Interprétation stratégique / objectif  / valeur recommandée pour/ du critère (si disponible);Impact reconnu dans la littérature (si disponible);Localisation (section / figure);Inclus dans la synthèse ? (Par défaut, Oui);Apports et limites du critère (fréquence, applicabilité, terrain, remarques);ID de la métrique dans l’article
;10.1109/QRS51102.2020.00064;Preliminary Findings about DevSecOps from Grey Literature;Mao et al.;conferencePaper;2020;culturel;Shared responsibility;Responsabilisation partagée pour la sécurité;Tous les membres de l’équipe DevSecOps sont responsables de la sécurité, et la considèrent comme une responsabilité collective.;Capacité;Multivocal Grey Literature Review;Synthèse des pratiques DevSecOps (GL);Non;;;;;;
;10.1109/QRS51102.2020.00064;Preliminary Findings about DevSecOps from Grey Literature;Mao et al.;conferencePaper;2020;culturel;Security-aware culture;Culture orientée sécurité;Création d’une culture d’entreprise dans laquelle la sécurité est une préoccupation spontanée et constante.;Capacité;Multivocal Grey Literature Review;Synthèse des pratiques DevSecOps (GL);Non;;;;;;
;10.1109/QRS51102.2020.00064;Preliminary Findings about DevSecOps from Grey Literature;Mao et al.;conferencePaper;2020;technique;Automated security checks;Automatisation des contrôles de sécurité;Implémentation de vérifications automatiques de sécurité dans le pipeline CI/CD pour réduire les erreurs humaines et accélérer les délais.;Capacité;Multivocal Grey Literature Review;Synthèse des pratiques DevSecOps (GL);Non;;;;;;
;10.1109/QRS51102.2020.00064;Preliminary Findings about DevSecOps from Grey Literature;Mao et al.;conferencePaper;2020;technique;Secrets management;Gestion sécurisée des secrets;Mise en place de solutions pour la gestion des identifiants, clés API et certificats, avec restriction des privilèges.;Capacité;Multivocal Grey Literature Review;Synthèse des pratiques DevSecOps (GL);Non;;;;;;
;10.1109/QRS51102.2020.00064;Preliminary Findings about DevSecOps from Grey Literature;Mao et al.;conferencePaper;2020;technique;Container security scanning;Analyse de sécurité des conteneurs;Analyse approfondie des images de conteneur avant exécution pour identifier les vulnérabilités.;Capacité;Multivocal Grey Literature Review;Synthèse des pratiques DevSecOps (GL);Non;;;;;;
;10.1109/QRS51102.2020.00064;Preliminary Findings about DevSecOps from Grey Literature;Mao et al.;conferencePaper;2020;organisationnel;Security champions;Champions sécurité;Membres de l’équipe formés pour promouvoir la sécurité au sein des projets de développement.;Capacité;Multivocal Grey Literature Review;Synthèse des pratiques DevSecOps (GL);Non;;;;;;
;10.1109/QRS51102.2020.00064;Preliminary Findings about DevSecOps from Grey Literature;Mao et al.;conferencePaper;2020;organisationnel;Security training;Formation à la sécurité;Sessions de formation fournies aux développeurs pour renforcer les bonnes pratiques et intégrer la sécurité dès le développement.;Capacité;Multivocal Grey Literature Review;Synthèse des pratiques DevSecOps (GL);Non;;;;;;
A19;10.1109/ARES.2016.92;SecDevOps: Is It a Marketing Buzzword?: Mapping Research on Security in DevOps;Mohan & Othmane;conferencePaper;2016;sécurité;Security Best Practices;Bonnes pratiques de sécurité;Intégration de tests automatisés, suivi des violations de conformité, monitoring continu, stratégies de scan (pré-auth, post-auth, backend, spécifique à l'app).;Capacité;Systematic Mapping Study (SMS);Cartographie des dimensions de sécurité en DevOps;Non;;;;;;
;10.1109/ARES.2016.92;SecDevOps: Is It a Marketing Buzzword?: Mapping Research on Security in DevOps;Mohan & Othmane;conferencePaper;2016;sécurité;Compliance;Conformité;Respect des politiques d’accès, journalisation des accès aux données sensibles, surveillance des opérations de données, auditabilité et contrôle.;Capacité;Systematic Mapping Study (SMS);Cartographie des dimensions de sécurité en DevOps;Non;;;;;;
;10.1109/ARES.2016.92;SecDevOps: Is It a Marketing Buzzword?: Mapping Research on Security in DevOps;Mohan & Othmane;conferencePaper;2016;technique;Process Automation;Automatisation des processus;Utilisation de pipelines CI/CD sécurisés, revue de code automatisée, tests de sécurité automatisés, durcissement de l’infrastructure.;Capacité;Systematic Mapping Study (SMS);Cartographie des dimensions de sécurité en DevOps;Non;;;;;;
;10.1109/ARES.2016.92;SecDevOps: Is It a Marketing Buzzword?: Mapping Research on Security in DevOps;Mohan & Othmane;conferencePaper;2016;technique;Tools for SecDevOps;Outils pour le DevSecOps;Utilisation d’outils open-source (Snort, Tripwire, OWASP ZAP, Jenkins, Git, etc.) pour intégrer la sécurité dans le développement.;Capacité;Systematic Mapping Study (SMS);Cartographie des dimensions de sécurité en DevOps;Non;;;;;;
;10.1109/ARES.2016.92;SecDevOps: Is It a Marketing Buzzword?: Mapping Research on Security in DevOps;Mohan & Othmane;conferencePaper;2016;organisationnel;Team Collaboration;Collaboration entre équipes;Niveau de collaboration entre les équipes Dev, Ops et Sécu pour une intégration efficace de la sécurité dans le cycle DevOps.;Capacité;Systematic Mapping Study (SMS);Cartographie des dimensions de sécurité en DevOps;Non;;;;;;
;10.1109/ARES.2016.92;SecDevOps: Is It a Marketing Buzzword?: Mapping Research on Security in DevOps;Mohan & Othmane;conferencePaper;2016;organisationnel;Software Configuration;Configuration logicielle;Gestion de la configuration logicielle, y compris l'influence de l’automatisation sur la sécurité et la qualité.;Capacité;Systematic Mapping Study (SMS);Cartographie des dimensions de sécurité en DevOps;Non;;;;;;
;10.1109/ARES.2016.92;SecDevOps: Is It a Marketing Buzzword?: Mapping Research on Security in DevOps;Mohan & Othmane;conferencePaper;2016;technique;Availability of Activity Data;Disponibilité des données d’activité;Collecte et exploitation des données issues des processus DevSecOps pour détecter failles, instabilités et tendances.;Capacité;Systematic Mapping Study (SMS);Cartographie des dimensions de sécurité en DevOps;Non;;;;;;
A19;10.1109/ARES.2016.92;SecDevOps: Is It a Marketing Buzzword?: Mapping Research on Security in DevOps;Mohan & Othmane;conferencePaper;2016;sécurité;Information Secrecy;Protection de l’information;Politiques de gouvernance de données pour éviter les fuites d’informations sensibles et respecter la vie privée des équipes.;Capacité;Systematic Mapping Study (SMS);Cartographie des dimensions de sécurité en DevOps;Non;;;;;;
A20;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;culturel;Cultural shift to security;Changement culturel vers la sécurité;Faire évoluer les mentalités des équipes vers une responsabilisation collective sur les enjeux de sécurité. Table 12.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;culturel;Improving collaboration, communication and cooperation;Améliorer la collaboration et la communication;Favoriser les échanges et la coopération entre les équipes Dev, Sec et Ops. Table 12.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;culturel;Shared knowledge;Partage des connaissances;Créer un cadre propice à l’échange de connaissances sécurité entre les membres d’une équipe. Table 12.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;culturel;Training, learning and education;Formation et apprentissage en sécurité;Former les équipes au DevSecOps et aux bonnes pratiques sécurité. Table 12.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;culturel;Continuous feedback loop;Boucles de rétroaction continue;Mettre en place des cycles de feedback rapide pour corriger les vulnérabilités ou problèmes sécurité. Table 12.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;organisationnel;Shifting security to the left (early);Déplacer la sécurité en amont;Implémenter la sécurité dès les premières phases du développement (planning, design). Table 13.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;organisationnel;Security-by-Design;Sécurité dès la conception;Intégrer les principes de sécurité dès l’architecture logicielle. Table 13.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;organisationnel;Risk management;Gestion des risques;Identifier, évaluer et traiter les risques cybersécurité en continu. Table 13.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;organisationnel;Security review and evaluation;Revue et évaluation de sécurité;Réaliser des revues sécurité régulières pour détecter et corriger les failles avant livraison. Table 13.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;technique;Automate tools and security processes;Automatiser les outils et processus sécurité;Utiliser des outils automatisés pour le test, la détection de vulnérabilités et l’analyse. Table 14.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;technique;Security-as-Code;Sécurité en tant que code;Exprimer les règles de sécurité dans le code via des fichiers de config, scripts, etc. Table 14.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;technique;Threat modeling;Modélisation des menaces;Identifier et formaliser les menaces potentielles pour anticiper leur impact. Table 14.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;technique;Continuous monitoring;Surveillance continue;Mettre en place une supervision en temps réel pour détecter les incidents sécurité. Table 14.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;technique;SAST;Analyse statique du code (SAST);Détecter automatiquement les failles dans le code sans exécution. Table 14.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;technique;DAST;Analyse dynamique du code (DAST);Détecter les failles durant l’exécution de l’application. Table 14.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;technique;IAST;Analyse interactive du code (IAST);Analyser les vulnérabilités à l’exécution avec des agents instrumentés. Table 14.;Capacité;Multivocal Literature Review (MLR);CPTM Model – DevSecOps Practices;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;performance;Top vulnerability;Principales vulnérabilités récurrentes;Nombre de vulnérabilités classées par type de faille (ex. OWASP Top 10). Permet de suivre les erreurs fréquentes. Table 16.;Métrique;Multivocal Literature Review (MLR);CPTM Model – Security Metrics;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;qualité;Security review performance;Performance des revues de sécurité;Pourcentage des composants ayant subi une revue sécurité au plus tôt dans le cycle. Table 16.;Métrique;Multivocal Literature Review (MLR);CPTM Model – Security Metrics;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;performance;Critical risk profiling;Profilage des risques critiques;Évaluation de la criticité et de la priorité des failles détectées. Table 16.;Métrique;Multivocal Literature Review (MLR);CPTM Model – Security Metrics;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;performance;Defect density;Densité de défauts;Nombre de défauts rapportés à la taille du code. Sert à suivre la qualité du code produit. Table 17.;Métrique;Multivocal Literature Review (MLR);CPTM Model – Security Metrics;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;qualité;Security test pass rate;Taux de succès des tests de sécurité;Proportion de tests sécurité automatisés réussis. Indicateur de robustesse. Table 17.;Métrique;Multivocal Literature Review (MLR);CPTM Model – Security Metrics;Non;;;;;;
;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;qualité;Security coverage in SDLC;Couverture sécurité dans le SDLC;Nombre d’étapes du cycle de développement intégrant un contrôle sécurité. Table 16.;Métrique;Multivocal Literature Review (MLR);CPTM Model – Security Metrics;Non;;;;;;
A20;10.1016/j.jss.2024.112063;Identifying the primary dimensions of DevSecOps: A multi-vocal literature review;Zhao et al.;journalArticle;2024;performance;Defect burn rate;Taux de correction des défauts;Vitesse de résolution des défauts sur une période donnée. Indicateur d’efficacité des équipes. Table 17.;Métrique;Multivocal Literature Review (MLR);CPTM Model – Security Metrics;Non;;;;;;
